h_gc_mid[kJ/kg],T_dis[degC],T_gc_mid[degC],h_suc[kJ/kg],P_eva_out[bar],V_air_outdoor[m/s],h_gc_out[kJ/kg],Q_heat_s2[kW],P_gc_mid[bar],W_comp[kW],binary_label,condition
221.92542093841345,60.774347324627925,60.55208466679476,410.83039305884057,-23.173551873025527,366.07245929835153,262.45542488982534,2.048711367537784,22.58872929229381,0.5221722410144236,0,normal
221.92542089455287,60.77434723129977,60.55208457101335,410.83039077165313,-23.173551875206584,366.0724576293996,262.45542416363503,2.048721838804882,22.588729226043935,0.5221748996606487,0,normal
221.92542089455287,60.77434723129977,60.55208457101335,410.83039077165313,-23.173551875206584,366.0724576293996,262.45542416363503,2.048721838804882,22.588729226043935,0.5221748996606487,0,normal
221.9254212837854,60.77434719244596,60.55208453053604,410.830389819306,-23.173551873124406,366.072457037636,262.45542422217966,2.0487412016460147,22.588729198463167,0.5221798372354678,0,normal
221.9254212837854,60.77434719244596,60.55208453053604,410.830389819306,-23.173551873124406,366.072457037636,262.45542422217966,2.0487412016460147,22.588729198463167,0.5221798372354678,0,normal
221.92542161478687,60.77434722401453,60.55208456163587,410.8303898157535,-23.17355186743873,366.0724570923956,262.45542452927464,2.0487249259317126,22.58872922087244,0.522175693037913,0,normal
221.92542161478687,60.77434722401453,60.55208456163587,410.8303898157535,-23.17355186743873,366.0724570923956,262.45542452927464,2.0487249259317126,22.58872922087244,0.522175693037913,0,normal
221.9254217858503,60.77434726678007,60.55208460436302,410.8303899873389,-23.173551862368328,366.0724572301468,262.45542474926214,2.0487077487940795,22.588729251229953,0.5221713170351563,0,normal
221.9254217858503,60.77434726678007,60.55208460436302,410.8303899873389,-23.173551862368328,366.0724572301468,262.45542474926214,2.0487077487940795,22.588729251229953,0.5221713170351563,0,normal
221.92542185185928,60.774347300761285,60.55208463842253,410.8303901327481,-23.173551858882973,366.0724573288033,262.4554248646726,2.0486993210347224,22.58872927535185,0.5221691695399883,0,normal
221.92542185185928,60.774347300761285,60.55208463842253,410.8303901327481,-23.173551858882973,366.0724573288033,262.4554248646726,2.0486993210347224,22.58872927535185,0.5221691695399883,0,normal
221.9254218619855,60.77434731819237,60.55208465591311,410.83039019176687,-23.173551857217603,366.07245736153214,262.4554248984509,2.0486964008831285,22.58872928772547,0.5221684250639328,0,normal
221.9254218619855,60.77434731819237,60.55208465591311,410.83039019176687,-23.173551857217603,366.07245736153214,262.4554248984509,2.0486964008831285,22.58872928772547,0.5221684250639328,0,normal
221.9254218595779,60.77434732544912,60.55208466318675,410.8303902022794,-23.173551856523343,366.0724573629156,262.4554249027469,2.0487089689702307,22.58872929287673,0.5221716281259966,0,normal
221.9254218595779,60.77434732544912,60.55208466318675,410.8303902022794,-23.173551856523343,366.0724573629156,262.4554249027469,2.0487089689702307,22.58872929287673,0.5221716281259966,0,normal
221.9254218577598,60.77434732794514,60.55208466567824,410.83039019628467,-23.173551856258033,366.0724573558939,262.4554249006732,2.0487182201216965,22.588729294648545,0.5221739858787415,0,normal
221.9254218577598,60.77434732794514,60.55208466567824,410.83039019628467,-23.173551856258033,366.0724573558939,262.4554249006732,2.0487182201216965,22.588729294648545,0.5221739858787415,0,normal
221.92542185831232,60.77434732870478,60.552084666429096,410.830390189121,-23.17355185615068,366.0724573499936,262.4554248995317,2.0487211969491868,22.588729295187814,0.5221747445444266,0,normal
221.92542185831232,60.77434732870478,60.552084666429096,410.830390189121,-23.17355185615068,366.0724573499936,262.4554248995317,2.0487211969491868,22.588729295187814,0.5221747445444266,0,normal
221.9254218599644,60.77434732903646,60.55208466675411,410.83039018517246,-23.17355185609071,366.0724573471469,262.45542490004857,2.0487217897162644,22.588729295423263,0.5221748956187254,0,normal
221.9254218599644,60.77434732903646,60.55208466675411,410.83039018517246,-23.17355185609071,366.0724573471469,262.45542490004857,2.0487217897162644,22.588729295423263,0.5221748956187254,0,normal
221.9254218615337,60.77434732931288,60.55208466702709,410.8303901839672,-23.17355185604657,366.0724573463992,262.45542490123404,2.048721784868053,22.588729295619434,0.5221748943906471,0,normal
221.9254218615337,60.77434732931288,60.55208466702709,410.8303901839672,-23.17355185604657,366.0724573463992,262.45542490123404,2.048721784868053,22.588729295619434,0.5221748943906471,0,normal
221.92542186257788,60.7743473295627,60.552084667275615,410.8303901840641,-23.173551856013543,366.0724573465289,262.4554249023047,2.048721744590092,22.588729295796785,0.5221748841322719,0,normal
221.92542186257788,60.7743473295627,60.552084667275615,410.8303901840641,-23.173551856013543,366.0724573465289,262.4554249023047,2.048721744590092,22.588729295796785,0.5221748841322719,0,normal
221.92542186313105,60.77434732975702,60.55208466746971,410.8303901844735,-23.17355185599089,366.07245734681527,262.45542490300056,2.0487216141101747,22.58872929593474,0.5221748508793604,0,normal
221.92542186313105,60.77434732975702,60.55208466746971,410.8303901844735,-23.17355185599089,366.07245734681527,262.45542490300056,2.0487216141101747,22.58872929593474,0.5221748508793604,0,normal
221.92542186336337,60.77434732987886,60.55208466759154,410.83039018476165,-23.173551855977596,366.07245734699296,262.4554249033447,2.0487216865983893,22.5887292960212,0.522174869355626,0,normal
221.92542186336337,60.77434732987886,60.55208466759154,410.83039018476165,-23.173551855977596,366.07245734699296,262.4554249033447,2.0487216865983893,22.5887292960212,0.522174869355626,0,normal
221.92542186345244,60.77434732994728,60.55208466766001,410.8303901848912,-23.173551855970373,366.0724573470562,262.45542490349,2.048721720426612,22.5887292960698,0.5221748779771545,0,normal
221.92542186345244,60.77434732994728,60.55208466766001,410.8303901848912,-23.173551855970373,366.0724573470562,262.45542490349,2.048721720426612,22.5887292960698,0.5221748779771545,0,normal
221.925421863484,60.77434732998066,60.55208466769337,410.8303901849189,-23.173551855966792,366.07245734705975,262.45542490354444,2.0487217687521806,22.588729296093504,0.5221748902936294,0,normal
221.925421863484,60.77434732998066,60.55208466769337,410.8303901849189,-23.173551855966792,366.07245734705975,262.45542490354444,2.0487217687521806,22.588729296093504,0.5221748902936294,0,normal
221.92542186350136,60.7743473299962,60.5520846677089,410.83039018491,-23.173551855965,366.0724573470444,262.45542490356485,2.048721794525705,22.58872929610453,0.5221748968623376,0,normal
221.92542186350136,60.7743473299962,60.5520846677089,410.83039018491,-23.173551855965,366.0724573470444,262.45542490356485,2.048721794525705,22.58872929610453,0.5221748968623376,0,normal
221.92542186351616,60.77434733000342,60.552084667716095,410.8303901848972,-23.17355185596415,366.0724573470311,262.4554249035764,2.048721807412372,22.588729296109648,0.5221749001467181,0,normal
221.92542186351616,60.77434733000342,60.552084667716095,410.8303901848972,-23.17355185596415,366.0724573470311,262.4554249035764,2.048721807412372,22.588729296109648,0.5221749001467181,0,normal
221.9254218635236,60.77434733000744,60.55208466772008,410.8303901848914,-23.173551855963662,366.072457347026,262.45542490358446,2.04872181385572,22.588729296112486,0.5221749017889488,0,normal
221.9254218635236,60.77434733000744,60.55208466772008,410.8303901848914,-23.173551855963662,366.072457347026,262.45542490358446,2.04872181385572,22.588729296112486,0.5221749017889488,0,normal
221.92542186352676,60.77434733000975,60.5520846677224,410.8303901848886,-23.173551855963357,366.0724573470244,262.45542490359065,2.0487218154665574,22.588729296114135,0.5221749021995061,0,normal
221.92542186352676,60.77434733000975,60.5520846677224,410.8303901848886,-23.173551855963357,366.0724573470244,262.45542490359065,2.0487218154665574,22.588729296114135,0.5221749021995061,0,normal
