time[s],P_suc[bar],T_suc[degC],P_dis[bar],T_dis[degC],P_gc_mid[bar],T_gc_mid[degC],P_gc_out[bar],T_gc_out[degC],P_eva_in[bar],T_eva_in[degC],P_eva_out[bar],T_eva_out[degC],W_comp[kW],Q_heat_s1[kW],Q_heat_s2[kW],Q_heat_total[kW],COP[null],m_dot[kg/s],T_air_in[degC],T_mid[degC],T_air_out[degC],V_air_indoor[kg/min],T_amb[degC],V_air_outdoor[m/s],h_suc[kJ/kg],h_dis[kJ/kg],h_gc_mid[kJ/kg],h_gc_out[kJ/kg],h_eva_in[kJ/kg],h_eva_out[kJ/kg],N_comp[rpm],Valve_open[null],V_sep_liq[%],SH_suc[K],SH_evap[K],T_app[K],PR[null],eta_is[null],eta_v[null]
50.0000000000001,17.4414865740426,-23.609540948993,55.2138195957984,65.8645615604864,55.0990231793531,21.6967095615721,54.8374781560639,18.1970772254675,18.0441485145666,-22.7709216260891,17.8794513278304,-23.0614284471542,0.680119754952996,0.645081136736427,1.47402371974639,2.11910485648282,3.11578195023798,0.0086634495741441,0,14.4622957130666,20.9293149113361,6,-20,2.5,437.61300803888,497.703128669909,423.243050012366,253.100232520176,299.587781249673,411.484567046351,2000,0.025,31.322599771899,0.27040285325981,0.0372610832515043,18.1970772254675,3.16566018391865,0.831105415040692,0.841189153187819
60,17.4363533894663,-23.627678209727,55.0882223713973,65.657942830557,54.9731231059155,21.5982247867992,54.7096942863417,18.0984769415986,18.0327886646843,-22.7908964864244,17.874588821521,-23.0700353833277,0.67874890634871,0.643165335052661,1.4531129383683,2.09627827342096,3.08844442151335,0.0086677440835958,0,14.3957469305314,20.8334238270025,6,-20,2.5,437.602007172793,497.558481076597,423.356320877858,255.710284682767,305.879124875895,423.519094365706,2000,0.025,32.5623419602682,0.261507146328768,0.0372506106769812,18.0984769415986,3.15938895828283,0.831286505689988,0.841802403090965
60.0000000000001,17.4363533894663,-23.627678209727,55.0882223713973,65.657942830557,54.9731231059155,21.5982247867992,54.7096942863417,18.0984769415986,18.0327886646843,-22.7908964864244,17.874588821521,-23.0700353833277,0.67874890634871,0.643165335052661,1.4531129383683,2.09627827342096,3.08844442151335,0.0086677440835958,0,14.3957469305314,20.8334238270025,6,-20,2.5,437.602007172793,497.558481076597,423.356320877858,255.710284682767,305.879124875895,423.519094365707,2000,0.025,32.5623419602682,0.261507146328768,0.0372506106769812,18.0984769415986,3.15938895828283,0.831286505689988,0.841802403090965
70,17.4282349278231,-23.6466679877411,54.9845477666475,65.5029655353468,54.8692876514505,21.5143456812966,54.6050787776884,18.0176192687438,18.0218923378331,-22.8100648444883,17.8666323192061,-23.0841225746264,0.677583564594127,0.641592325384855,1.44253548223401,2.08412780761887,3.07582402602587,0.0086681663502338,0,14.3366547011765,20.7512896423756,6,-20,2.5,437.596596122209,497.459460278457,423.442384525458,257.024779700062,308.953569956341,429.469026398282,2000,0.025,33.2161059767262,0.257137552946659,0.0372334804485206,18.0176192687438,3.1549120145763,0.831412234374947,0.842219670701563
70.0000000000001,17.4282349278231,-23.6466679877411,54.9845477666475,65.5029655353468,54.8692876514505,21.5143456812966,54.6050787776884,18.0176192687438,18.0218923378331,-22.8100648444883,17.8666323192061,-23.0841225746264,0.677583564594127,0.641592325384855,1.44253548223401,2.08412780761887,3.07582402602587,0.0086681663502338,0,14.3366547011765,20.7512896423756,6,-20,2.5,437.596596122209,497.459460278457,423.442384525458,257.024779700062,308.953569956341,429.469026398282,2000,0.025,33.2161059767262,0.257137552946659,0.0372334804485206,18.0176192687438,3.1549120145763,0.831412234374947,0.842219670701563
80,17.4198365145054,-23.6639659519301,54.9121847035991,65.4040317444797,54.7968566240721,21.4514506347294,54.5322900826009,17.9612894386398,18.0120377754756,-22.8274077624003,17.8582714044286,-23.0989307184243,0.676763202949109,0.6405660310892,1.43650536213661,2.07707139322581,3.06912578014676,0.0086665818230829,0,14.2941173765319,20.6896696642544,6,-20,2.5,437.593902761332,497.402415822307,423.490227122595,257.737985759044,310.699316892016,432.731728670199,2000,0.025,33.5830534873719,0.254969181321826,0.0372154986233753,17.9612894386398,3.15227899285243,0.831486308270968,0.842471142321453
80.0000000000002,17.4198365145054,-23.6639659519301,54.9121847035991,65.4040317444797,54.7968566240721,21.4514506347294,54.5322900826009,17.9612894386398,18.0120377754756,-22.8274077624003,17.8582714044286,-23.0989307184243,0.676763202949109,0.6405660310892,1.43650536213661,2.07707139322581,3.06912578014676,0.0086665818230829,0,14.2941173765319,20.6896696642544,6,-20,2.5,437.593902761332,497.402415822307,423.490227122595,257.737985759044,310.699316892016,432.731728670199,2000,0.025,33.5830534873719,0.254969181321826,0.0372154986233753,17.9612894386398,3.15227899285243,0.831486308270968,0.842471142321453
90,17.4116122546278,-23.6799091909367,54.8634149540442,65.345235090182,54.7480756472102,21.4077141195151,54.4833734209201,17.9234004369291,18.0030323548549,-22.8432622436864,17.8499917734661,-23.1135998688657,0.676206503148266,0.639873716326387,1.4329009297061,2.07277464603249,3.06529830219336,0.0086638518509524,0,14.2649592852297,20.6467347495664,6,-20,2.5,437.59249958244,497.374227845047,423.518657905212,258.130219326523,311.742365149427,434.490591006687,2000,0.025,33.7958273377604,0.253846983956748,0.0371977238762895,17.9234004369291,3.1509669611131,0.831527253425662,0.842609797359272
90.0000000000002,17.4116122546278,-23.6799091909367,54.8634149540442,65.345235090182,54.7480756472102,21.4077141195151,54.4833734209201,17.9234004369291,18.0030323548549,-22.8432622436864,17.8499917734661,-23.1135998688657,0.676206503148266,0.639873716326387,1.4329009297061,2.07277464603249,3.06529830219336,0.0086638518509524,0,14.2649592852297,20.6467347495664,6,-20,2.5,437.59249958244,497.374227845047,423.518657905212,258.130219326523,311.742365149427,434.490591006687,2000,0.025,33.7958273377604,0.253846983956748,0.0371977238762895,17.9234004369291,3.1509669611131,0.831527253425662,0.842609797359272
100,17.4000899959464,-23.7002745507048,54.8281073175081,65.3195508860105,54.7128252842106,21.3764454922048,54.448172982916,17.8961190363379,17.9911219656005,-22.8642397813653,17.8382485380409,-23.1344140046087,0.675790328508756,0.639293940574918,1.4302725759824,2.06956651655732,3.06243879092523,0.0086583492118529,0,14.2436307119249,20.6157950652712,6,-20,2.5,437.592974161738,497.375722415358,423.54017652403,258.350191575812,312.53326347414,435.297864689654,2000,0.025,33.9320312829617,0.254254665596427,0.037172594068835,17.8961190363379,3.15102435276376,0.831555107456329,0.842654332498966
100,17.4000899959464,-23.7002745507048,54.8281073175081,65.3195508860105,54.7128252842106,21.3764454922048,54.448172982916,17.8961190363379,17.9911219656005,-22.8642397813653,17.8382485380409,-23.1344140046087,0.675790328508756,0.639293940574918,1.4302725759824,2.06956651655732,3.06243879092523,0.0086583492118529,0,14.2436307119249,20.6157950652712,6,-20,2.5,437.592974161738,497.375722415358,423.54017652403,258.350191575812,312.53326347414,435.297864689654,2000,0.025,33.9320312829617,0.254254665596427,0.037172594068835,17.8961190363379,3.15102435276376,0.831555107456329,0.842654332498966
110,17.3889092057353,-23.7203833473482,54.7993287758973,65.3050433228418,54.6841186372745,21.3516259164433,54.4195831839625,17.8739509839609,17.9796366561035,-22.8844782668768,17.8268388955005,-23.154646354927,0.675465911181977,0.638789822321853,1.428381427244,2.06717124956585,3.06036354365918,0.0086526687141669,0,14.2260341902491,20.5910815473659,6,-20,2.5,437.593011487637,497.385275786691,423.559518274912,258.479648187511,313.060585046832,435.888542036315,2000,0.025,34.0258837937034,0.254312933322211,0.0371483005247022,17.8739509839609,3.15139541690304,0.831543477245473,0.842662060610231
110,17.3889092057353,-23.7203833473482,54.7993287758973,65.3050433228418,54.6841186372745,21.3516259164433,54.4195831839625,17.8739509839609,17.9796366561035,-22.8844782668768,17.8268388955005,-23.154646354927,0.675465911181977,0.638789822321853,1.428381427244,2.06717124956585,3.06036354365918,0.0086526687141669,0,14.2260341902491,20.5910815473659,6,-20,2.5,437.593011487637,497.385275786691,423.559518274912,258.479648187511,313.060585046832,435.888542036315,2000,0.025,34.0258837937034,0.254312933322211,0.0371483005247022,17.8739509839609,3.15139541690304,0.831543477245473,0.842662060610231
120,17.3801700942914,-23.7362433203882,54.7763900045512,65.2930525207517,54.6612367139955,21.3316103637796,54.3968048577299,17.8562825960811,17.9706884695986,-22.9002528103153,17.8179259528046,-23.1704578775988,0.675209281394309,0.638395702753418,1.42705762457599,2.0654533273294,3.05898242847645,0.0086482343757272,0,14.2119007299868,20.5711710117473,6,-20,2.5,437.592868399612,497.392339065434,423.574300027872,258.562858087623,313.401521093775,436.288589693183,2000,0.025,34.0921450205633,0.254222529486384,0.037129429175792,17.8562825960811,3.15166017981278,0.831530123211923,0.84266769910366
